name_x,abv,ibu,style,ounces,name_y,city,state
Abominable Winter Ale (2012),0.073,70,American Strong Ale,16,Hopworks Urban Brewery,Portland, OR
HUB Lager,0.051,32,Czech Pilsener,16,Hopworks Urban Brewery,Portland, OR
Hopworks IPA (2012),0.066,75,American IPA,16,Hopworks Urban Brewery,Portland, OR
Laka Laka Pineapple,0.051,17,Hefeweizen,12,Horny Goat Brew Pub,Milwaukee, WI
Let It Ride IPA,0.068,90,American IPA,12,Indeed Brewing Company,Minneapolis, MN
Stir Crazy Winter Ale,0.065,22,Winter Warmer,12,Indeed Brewing Company,Minneapolis, MN
Sweet Yamma Jamma Ale,0.05,10,Fruit / Vegetable Beer,12,Indeed Brewing Company,Minneapolis, MN
Shenanigans Summer Ale,0.046,27,American Pale Wheat Ale,12,Indeed Brewing Company,Minneapolis, MN
Midnight Ryder,0.065,80,American Black Ale,12,Indeed Brewing Company,Minneapolis, MN
Day Tripper Pale Ale,0.054,45,American Pale Ale (APA),12,Indeed Brewing Company,Minneapolis, MN
Oklahoma Suks,0.048,32,American Amber / Red Ale,12,Independence Brewing Company,Austin, TX
Power & Light,0.055,42,American Pale Ale (APA),12,Independence Brewing Company,Austin, TX
White Rabbit ,0.059,27,Witbier,12,Independence Brewing Company,Austin, TX
Tribute,0.058,58,American Pale Ale (APA),12,Indiana City Brewing,Indianapolis, IN
Infamous IPA,0.07,75,American IPA,12,Infamous Brewing Company,Austin, TX
Hijack,0.055,20,Cream Ale,12,Infamous Brewing Company,Austin, TX
Jon Boat Coastal Ale,0.045,20,American Blonde Ale,12,Intuition Ale Works,Jacksonville, FL
I-10 IPA,0.068,55,American IPA,12,Intuition Ale Works,Jacksonville, FL
People's Pale Ale,0.053,28,American Pale Ale (APA),12,Intuition Ale Works,Jacksonville, FL
House Lager,0.052,18,Keller Bier / Zwickel Bier,16,Jack's Abby Craft Lagers,Framingham, MA
Leisure Time,0.048,15,American Pale Lager,12,Jack's Abby Craft Lagers,Framingham, MA
Excess IPL,0.072,80,American India Pale Lager,16,Jack's Abby Craft Lagers,Framingham, MA
Hoponius Union,0.067,65,American India Pale Lager,12,Jack's Abby Craft Lagers,Framingham, MA
Calyptra,0.049,45,American India Pale Lager,12,Jack's Abby Craft Lagers,Framingham, MA
Thunder Ann,0.055,37,American Pale Ale (APA),12,Jackalope Brewing Company,Nashville, TN
Weize Guy,0.05,15,Hefeweizen,12,Joseph James Brewing Company,Henderson, NV
Fox Tail Gluten Free Ale,0.05,50,American Pale Ale (APA),12,Joseph James Brewing Company,Henderson, NV
Hop Box Imperial IPA,0.093,90,American Double / Imperial IPA,12,Joseph James Brewing Company,Henderson, NV
Joseph James American Lager,0.052,15,American Adjunct Lager,12,Joseph James Brewing Company,Henderson, NV
Lewbricator Wheat Dopplebock ,0.075,24,Doppelbock,12,Kalona Brewing Company,Kalona, IA
Weisse Versa (2012),0.052,16,Hefeweizen,12,Karbach Brewing Company,Houston, TX
Mother in Lager,0.058,25,Munich Dunkel Lager,12,Karbach Brewing Company,Houston, TX
Weekend Warrior Pale Ale,0.055,40,American Pale Ale (APA),12,Karbach Brewing Company,Houston, TX
Karbachtoberfest,0.055,25,Märzen / Oktoberfest,12,Karbach Brewing Company,Houston, TX
Love Street Summer Seasonal (2014),0.047,20,Kölsch,12,Karbach Brewing Company,Houston, TX
Barn Burner Saison,0.066,20,Saison / Farmhouse Ale,12,Karbach Brewing Company,Houston, TX
Rodeo Clown Double IPA,0.095,85,American Double / Imperial IPA,12,Karbach Brewing Company,Houston, TX
Sympathy for the Lager,0.049,45,American Amber / Red Lager,12,Karbach Brewing Company,Houston, TX
Weisse Versa,0.052,15,Hefeweizen,12,Karbach Brewing Company,Houston, TX
Hopadillo India Pale Ale,0.066,70,American IPA,12,Karbach Brewing Company,Houston, TX
KelSo Nut Brown Lager,0.057,19,Euro Dark Lager,12,KelSo Beer Company,Brooklyn, NY
KelSo India Pale Ale,0.06,64,American IPA,12,KelSo Beer Company,Brooklyn, NY
KelSo Pilsner,0.055,23,Czech Pilsener,12,KelSo Beer Company,Brooklyn, NY
Peninsula Brewers Reserve (PBR),0.05,15,American Blonde Ale,12,Kenai River Brewing Company,Soldotna, AK
Cold Smoke Scotch Ale (2007),0.065,11,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT
Double Haul IPA (2009),0.065,65,American IPA,16,Kettle House Brewing Company,Missoula, MT
Double Haul IPA (2006),0.065,65,American IPA,16,Kettle House Brewing Company,Missoula, MT
Eddy Out Pale Ale,0.055,50,American Pale Ale (APA),16,Kettle House Brewing Company,Missoula, MT
Double Haul IPA,0.065,65,American IPA,16,Kettle House Brewing Company,Missoula, MT
Cold Smoke Scotch Ale,0.065,11,Scotch Ale / Wee Heavy,16,Kettle House Brewing Company,Missoula, MT
King Street IPA,0.06,70,American IPA,12,King Street Brewing Company,Anchorage, AK
King Street Hefeweizen,0.057,10,Hefeweizen,12,King Street Brewing Company,Anchorage, AK
India Pale Ale,0.063,65,American IPA,16,Kirkwood Station Brewing Company,Kirkwood, MO
Blackberry Wheat,0.048,11,American Pale Wheat Ale,16,Kirkwood Station Brewing Company,Kirkwood, MO
Longboard Island Lager,0.046,18,American Amber / Red Lager,24,Kona Brewing Company,Kona, HI
Choc Beer (2003),0.04,9,American Dark Wheat Ale,12,Krebs Brewing Company (Pete's Pl...,Krebs, OK
A Slice of Hefen,0.054,15,Hefeweizen,16,La Cumbre Brewing Company,Albuquerque, NM
Elevated IPA,0.072,100,American IPA,16,La Cumbre Brewing Company,Albuquerque, NM
Rumspringa Golden Bock,0.066,30,Maibock / Helles Bock,12,Lancaster Brewing Company,Lancaster, PA
Lancaster German Style Kölsch,0.048,28,Kölsch,12,Lancaster Brewing Company,Lancaster, PA
Laughing Dog Cream Ale,0.05,12,Cream Ale,12,Laughing Dog Brewing Company,Ponderay, ID
Two-One Niner,0.048,9,American Pilsner,12,Laughing Dog Brewing Company,Ponderay, ID
Laughing Dog IPA,0.064,66,American IPA,12,Laughing Dog Brewing Company,Ponderay, ID
Madra Allta,0.064,95,American IPA,12,Lavery Brewing Company,Erie, PA
Duluchan India Pale Ale,0.056,70,American IPA,12,Lavery Brewing Company,Erie, PA
Getaway,0.052,30,German Pilsener,16,Lift Bridge Brewing Company,Stillwater, MN
Farm Girl Saison,0.06,30,Saison / Farmhouse Ale,16,Lift Bridge Brewing Company,Stillwater, MN
Adam's Stout,0.058,40,American Stout,12,Liquid Hero Brewery,York, PA
American Hero,0.057,42,American Amber / Red Ale,12,Liquid Hero Brewery,York, PA
Schweet Ale,0.052,20,Fruit / Vegetable Beer,12,Liquid Hero Brewery,York, PA
Irregardless IPA,0.065,75,American IPA,12,Liquid Hero Brewery,York, PA
Peach Pale Ale,0.057,40,American Pale Ale (APA),12,Lone Tree Brewing Company,Lone Tree, CO
Peacemaker Pale Ale,0.057,47,American Pale Ale (APA),12,Lonerider Brewing Company,Raleigh, NC
Shotgun Betty,0.058,11,Hefeweizen,12,Lonerider Brewing Company,Raleigh, NC
Sweet Josie,0.061,30,American Brown Ale,12,Lonerider Brewing Company,Raleigh, NC
Long Trail IPA,0.059,42,English India Pale Ale (IPA),12,Long Trail Brewing Company,Bridgewater Corners, VT
Long Trail Ale,0.046,30,American Amber / Red Ale,12,Long Trail Brewing Company,Bridgewater Corners, VT
Double Bag,0.072,33,Altbier,16,Long Trail Brewing Company,Bridgewater Corners, VT
Blackbeary Wheat,0.04,8,Fruit / Vegetable Beer,12,Long Trail Brewing Company,Bridgewater Corners, VT
Long Trail Ale (1),0.046,30,Altbier,12,Long Trail Brewing Company,Bridgewater Corners, VT
Gose,0.046,8,Gose,16,Lost Nation Brewing,East Fairfield, VT
Vermont Pilsner,0.048,20,German Pilsener,16,Lost Nation Brewing,East Fairfield, VT
Face Plant IPA,0.062,65,American IPA,12,Lost Rhino Brewing Company,Ashburn, VA
Rhino Chasers Pilsner,0.056,55,Czech Pilsener,12,Lost Rhino Brewing Company,Ashburn, VA
Slow Hand Stout,0.052,29,American Stout,16,Lucette Brewing Company,Menominee, WI
Pub Ale,0.038,18,English Dark Mild Ale,12,Lucky Town Brewing Company,Jackson, MS
Ballistic Blonde,0.051,31,Belgian Pale Ale,12,Lucky Town Brewing Company,Jackson, MS
Lumberyard Pilsner,0.053,20,American Pilsner,12,Lumberyard Brewing Company,Flagstaff, AZ
Mac's Scottish Style Amber Ale (2000),0.051,32,American Amber / Red Ale,12,MacTarnahans Brewing Company,Portland, OR
Sol Drifter,0.043,18,American Blonde Ale,12,Madtree Brewing Company,Cincinnati, OH
The Great Pumpcan,0.079,18,Fruit / Vegetable Beer,16,Madtree Brewing Company,Cincinnati, OH
LIFT,0.047,11,Kölsch,12,Madtree Brewing Company,Cincinnati, OH
SPRYE,0.05,40,American Pale Ale (APA),12,Madtree Brewing Company,Cincinnati, OH
Psychopathy,0.069,70,American IPA,12,Madtree Brewing Company,Cincinnati, OH
Gnarly Brown,0.07,32,American Brown Ale,12,Madtree Brewing Company,Cincinnati, OH
Happy Amber,0.06,30,American Amber / Red Ale,12,Madtree Brewing Company,Cincinnati, OH
#9,0.051,20,Fruit / Vegetable Beer,16,Magic Hat Brewing Company,South Burlington, VT
Elder Betty,0.055,13,Hefeweizen,12,Magic Hat Brewing Company,South Burlington, VT
Belgian Style Session Ale,0.045,21,Belgian Pale Ale,12,Manayunk Brewing Company,Philadelphia, PA
Summer Paradise,0.05,18,American Pale Wheat Ale,12,Manayunk Brewing Company,Philadelphia, PA
Monk from the 'Yunk,0.09,30,Tripel,12,Manayunk Brewing Company,Philadelphia, PA
Schuylkill Punch,0.06,14,Fruit / Vegetable Beer,12,Manayunk Brewing Company,Philadelphia, PA
Dreamin' Double IPA,0.085,85,American Double / Imperial IPA,12,Manayunk Brewing Company,Philadelphia, PA
Chaotic Double IPA,0.099,93,American Double / Imperial IPA,12,Manzanita Brewing Company,Santee, CA
Manzanita IPA,0.08,88,American IPA,12,Manzanita Brewing Company,Santee, CA
Riverwalk Blonde Ale,0.06,25,American Blonde Ale,12,Manzanita Brewing Company,Santee, CA
Gillespie Brown Ale,0.095,49,American Brown Ale,12,Manzanita Brewing Company,Santee, CA
Manzanita Pale Ale,0.066,44,American Pale Ale (APA),12,Manzanita Brewing Company,Santee, CA
River House,0.05,20,Saison / Farmhouse Ale,16,Martin House Brewing Company,Fort Worth, TX
Pretzel Stout,0.065,47,American Stout,16,Martin House Brewing Company,Fort Worth, TX
Rubberneck Red,0.05,35,American Amber / Red Ale,16,Martin House Brewing Company,Fort Worth, TX
Our Legacy IPA,0.065,60,American IPA,12,Matt Brewing Company,Utica, NY
Blueberry Blonde Ale,0.05,12,American Blonde Ale,12,Matt Brewing Company,Utica, NY
Lahaina Town Brown,0.051,20,American Brown Ale,12,Maui Brewing Company,Lahaina, HI
Sobrehumano Palena'ole,0.06,24,American Amber / Red Ale,12,Maui Brewing Company,Lahaina, HI
La Perouse White,0.05,12,Witbier,12,Maui Brewing Company,Lahaina, HI
Flyin' HI.P.Hay,0.068,68,American IPA,12,Maui Brewing Company,Lahaina, HI
Mana Wheat,0.055,15,American Pale Wheat Ale,12,Maui Brewing Company,Lahaina, HI
Bikini Blonde Lager,0.045,18,Munich Helles Lager,12,Maui Brewing Company,Lahaina, HI
CoCoNut Porter,0.057,30,American Porter,12,Maui Brewing Company,Lahaina, HI
Big Swell IPA,0.062,65,American IPA,12,Maui Brewing Company,Lahaina, HI
Pit Stop Chocolate Porter,0.037,34,American Porter,12,Mavericks Beer Company,Half Moon Bay, CA
Pace Setter Belgian Style Wit,0.037,21,Witbier,12,Mavericks Beer Company,Half Moon Bay, CA
Back in the Saddle Rye Pale Ale,0.037,53,American Pale Ale (APA),12,Mavericks Beer Company,Half Moon Bay, CA
Tsunami IPA,0.072,75,American IPA,19.2,Mehana Brewing Co.,Hilo, HI
Humpback Blonde Ale,0.042,22,American Blonde Ale,12,Mehana Brewing Co.,Hilo, HI
Hawaiian Crow Porter,0.052,27,American Porter,12,Mehana Brewing Co.,Hilo, HI
Volcano Red Ale,0.052,23,American Amber / Red Ale,12,Mehana Brewing Co.,Hilo, HI
Mauna Kea Pale Ale,0.054,42,American Pale Ale (APA),12,Mehana Brewing Co.,Hilo, HI
Shark Bait,0.053,11,Fruit / Vegetable Beer,12,Miami Brewing Company,Miami, FL
Gator Tail Brown Ale,0.053,30,American Brown Ale,12,Miami Brewing Company,Miami, FL
Miami Vice IPA,0.071,62,American IPA,12,Miami Brewing Company,Miami, FL
Big Rod Coconut Ale,0.053,16,American Blonde Ale,12,Miami Brewing Company,Miami, FL
Pleasure Town,0.063,61,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
Pleasure Town IPA,0.063,61,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
Snowshoe White Ale,0.048,12,Witbier,12,Midnight Sun Brewing Company,Anchorage, AK
Kodiak Brown Ale,0.05,24,American Brown Ale,12,Midnight Sun Brewing Company,Anchorage, AK
Sockeye Red IPA,0.057,70,American IPA,12,Midnight Sun Brewing Company,Anchorage, AK
Habitus (2014),0.08,100,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA
Solis,0.075,85,American IPA,16,Mike Hess Brewing Company,San Diego, CA
Jucundus,0.06,24,Wheat Ale,16,Mike Hess Brewing Company,San Diego, CA
Habitus,0.08,100,American Double / Imperial IPA,16,Mike Hess Brewing Company,San Diego, CA
Claritas,0.058,28,Kölsch,16,Mike Hess Brewing Company,San Diego, CA
Daft Funk,0.043,8,Berliner Weissbier,24,Mikerphone Brewing,Chicago, IL
Hop Freak,0.087,80,American Double / Imperial IPA,16,Milwaukee Brewing Company,Milwaukee, WI
Louie's Demise Amber Ale,0.051,24,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI
Hop Happy,0.075,51,American IPA,16,Milwaukee Brewing Company,Milwaukee, WI
Booyah Farmhouse Ale,0.065,20,Saison / Farmhouse Ale,16,Milwaukee Brewing Company,Milwaukee, WI
Flaming Damsel Lager (2010),0.048,18,Vienna Lager,16,Milwaukee Brewing Company,Milwaukee, WI
Louie’s Demise Immort-Ale (2010),0.051,24,American Amber / Red Ale,16,Milwaukee Brewing Company,Milwaukee, WI
Mission IPA,0.068,66,American IPA,32,Mission Brewery,San Diego, CA
El Conquistador Extra Pale Ale,0.048,44,American Pale Ale (APA),32,Mission Brewery,San Diego, CA
Shipwrecked Double IPA,0.092,75,American Double / Imperial IPA,32,Mission Brewery,San Diego, CA
City of the Sun,0.075,85,American IPA,16,Modern Times Beer,San Diego, CA
Booming Rollers,0.068,75,American IPA,16,Modern Times Beer,San Diego, CA
Oneida,0.052,50,American Pale Ale (APA),16,Modern Times Beer,San Diego, CA
Aurora ,0.067,75,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA
Lomaland,0.055,30,Saison / Farmhouse Ale,16,Modern Times Beer,San Diego, CA
Fortunate Islands,0.047,46,American Pale Wheat Ale,16,Modern Times Beer,San Diego, CA
Black House,0.058,40,American Stout,16,Modern Times Beer,San Diego, CA
Blazing World,0.065,115,American Amber / Red Ale,16,Modern Times Beer,San Diego, CA
Montauk Summer Ale,0.056,28,American Blonde Ale,12,Montauk Brewing Company,Montauk, NY
Driftwood Ale,0.06,49,Extra Special / Strong Bitter (ESB),12,Montauk Brewing Company,Montauk, NY
When Helles Freezes Over,0.056,18,Munich Helles Lager,12,Morgan Street Brewery,Saint Louis, MO
Morgan Street Oktoberfest,0.049,24,Märzen / Oktoberfest,12,Morgan Street Brewery,Saint Louis, MO
Honey Wheat,0.047,14,American Pale Wheat Ale,12,Morgan Street Brewery,Saint Louis, MO
Black Bear Dark Lager,0.046,24,Schwarzbier,12,Morgan Street Brewery,Saint Louis, MO
Golden Pilsner,0.05,35,German Pilsener,12,Morgan Street Brewery,Saint Louis, MO
Cali Creamin',0.052,21,Cream Ale,12,Mother Earth Brew Company,Vista, CA
Towhead,0.052,21,American Blonde Ale,12,Mother's Brewing,Springfield, MO
Lil' Helper,0.07,70,American IPA,12,Mother's Brewing,Springfield, MO
Mustang Golden Ale,0.053,10,American Blonde Ale,12,Mustang Brewing Company,Mustang, OK
Washita Wheat,0.053,14,American Pale Wheat Ale,12,Mustang Brewing Company,Mustang, OK
Gansett Light,0.037,10,Light Lager,16,Narragansett Brewing Company,Providence, RI
Bohemian Pils,0.052,30,American Pilsner,16,Narragansett Brewing Company,Providence, RI
Autocrat Coffee Milk Stout,0.053,30,Milk / Sweet Stout,16,Narragansett Brewing Company,Providence, RI
Narragansett Bohemian Pilsner,0.086,35,German Pilsener,16,Narragansett Brewing Company,Providence, RI
Narragansett Summer Ale,0.042,24,American Pale Wheat Ale,12,Narragansett Brewing Company,Providence, RI
Narragansett Cream Ale,0.05,22,Cream Ale,16,Narragansett Brewing Company,Providence, RI
Narragansett Porter,0.07,22,American Porter,16,Narragansett Brewing Company,Providence, RI
Narragansett Bock,0.065,32,Bock,16,Narragansett Brewing Company,Providence, RI
Narragansett Fest Lager,0.055,15,Märzen / Oktoberfest,16,Narragansett Brewing Company,Providence, RI
Old Grogham Imperial India Pale Ale,0.085,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
Old Grogham Imperial India Pale Ale (2012),0.085,86,American Double / Imperial IPA,16,Natian Brewery,Portland, OR
Wick For Brains,0.061,11,Pumpkin Ale,12,Nebraska Brewing Company,Papillion, NE
Nebraska India Pale Ale,0.065,65,American IPA,12,Nebraska Brewing Company,Papillion, NE
EOS Hefeweizen,0.048,10,Hefeweizen,12,Nebraska Brewing Company,Papillion, NE
Brunette Nut Brown Ale,0.048,15,English Brown Ale,12,Nebraska Brewing Company,Papillion, NE
Cardinal Pale Ale,0.057,29,American Pale Ale (APA),12,Nebraska Brewing Company,Papillion, NE
Slow Ride,0.045,40,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
Ranger IPA,0.065,70,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
Shift,0.05,29,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO
1554 Black Lager,0.056,21,Euro Dark Lager,12,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale,0.052,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
Shift (1),0.05,29,American Pale Lager,12,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale (2011),0.052,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
Ranger IPA (Current),0.065,70,American IPA,12,New Belgium Brewing Company,Fort Collins, CO
Fat Tire Amber Ale (2008),0.052,18,American Amber / Red Ale,12,New Belgium Brewing Company,Fort Collins, CO
Weiss Trash Culture,0.034,6,Berliner Weissbier,12,New England Brewing Company,Woodbridge, CT
Gandhi-Bot Double IPA (12 oz.),0.088,85,American Double / Imperial IPA,12,New England Brewing Company,Woodbridge, CT
Gandhi-Bot Double IPA (16 oz.) (2010),0.088,85,American Double / Imperial IPA,16,New England Brewing Company,Woodbridge, CT
Skylight,0.056,20,Dunkelweizen,12,New Republic Brewing Company,College Station, TX
Kadigan,0.056,30,American Blonde Ale,12,New Republic Brewing Company,College Station, TX
Dammit Jim!,0.052,50,American Amber / Red Ale,12,New Republic Brewing Company,College Station, TX
Cream Ale,0.042,35,Cream Ale,12,Newburgh Brewing Company,Newburgh, NY
Jam Session,0.051,31,American Pale Ale (APA),16,NoDa Brewing Company,Charlotte, NC
Hop Drop 'N Roll IPA,0.072,80,American IPA,16,NoDa Brewing Company,Charlotte, NC
Get Together,0.045,50,American IPA,16,NorthGate Brewing ,Minneapolis, MN
Maggie's Leap,0.049,26,Milk / Sweet Stout,16,NorthGate Brewing ,Minneapolis, MN
Wall's End,0.048,19,English Brown Ale,16,NorthGate Brewing ,Minneapolis, MN
Pumpion,0.06,38,Pumpkin Ale,16,NorthGate Brewing ,Minneapolis, MN
Stronghold,0.06,25,American Porter,16,NorthGate Brewing ,Minneapolis, MN
Parapet ESB,0.056,47,Extra Special / Strong Bitter (ESB),16,NorthGate Brewing ,Minneapolis, MN
Three Skulls Ale Pale Ale,0.063,42,American Pale Ale (APA),16,Northwest Brewing Company,Pacific, WA
5 Day IPA,0.061,66,American IPA,12,O'Fallon Brewery,O'Fallon, MO
O'Fallon Wheach,0.051,7,Fruit / Vegetable Beer,12,O'Fallon Brewery,O'Fallon, MO
Watershed IPA,0.067,70,American IPA,12,Oakshire Brewing,Eugene, OR
Oakshire Amber Ale,0.054,24,American Amber / Red Ale,12,Oakshire Brewing,Eugene, OR
Overcast Espresso Stout,0.058,27,American Stout,12,Oakshire Brewing,Eugene, OR
Watershed IPA (2013),0.067,70,American IPA,12,Oakshire Brewing,Eugene, OR
Lake Monster,0.082,25,Baltic Porter,16,Oasis Texas Brewing Company,Austin, TX
London Homesick Ale,0.049,27,English Bitter,12,Oasis Texas Brewing Company,Austin, TX
Luchesa Lager,0.048,35,Keller Bier / Zwickel Bier,12,Oasis Texas Brewing Company,Austin, TX
Perpetual Darkness,0.092,72,Belgian Strong Dark Ale,12,Odyssey Beerwerks,Arvada, CO
Clan Warrior,0.087,29,Scotch Ale / Wee Heavy,12,Odyssey Beerwerks,Arvada, CO
Psycho Penguin Vanilla Porter,0.054,36,American Porter,12,Odyssey Beerwerks,Arvada, CO
The Hole in Hadrian's Wall,0.095,19,Scottish Ale,16,Okoboji Brewing Company,Spirit Lake, IA
33 Select Brown Ale,0.065,26,American Brown Ale,16,Okoboji Brewing Company,Spirit Lake, IA
Midwest Charm Farmhouse Ale,0.06,29,Saison / Farmhouse Ale,16,Okoboji Brewing Company,Spirit Lake, IA
Boji Blue Pale Ale,0.05,45,American Pale Ale (APA),16,Okoboji Brewing Company,Spirit Lake, IA
Winter Games Select #32 Stout,0.057,26,American Stout,16,Okoboji Brewing Company,Spirit Lake, IA
Boji Beach Golden Rye Ale,0.05,23,Rye Beer,16,Okoboji Brewing Company,Spirit Lake, IA
Falling Down Brown Ale,0.065,65,American Brown Ale,16,Old Forge Brewing Company,Danville, PA
Old Forge Pumpkin Ale,0.046,20,Pumpkin Ale,16,Old Forge Brewing Company,Danville, PA
Pinner Throwback IPA,0.049,35,American IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale,0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Mama's Little Yella Pils,0.053,35,Czech Pilsener,19.2,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (10 Year Anniversary),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2012),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Gordon Imperial Red (2010),0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2011),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
Dale's Pale Ale (2010),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Longmont, CO
G'KNIGHT (16 oz.),0.087,85,American Double / Imperial IPA,16,Oskar Blues Brewery,Longmont, CO
HGH (Home Grown Hops): Part Duh,0.08,70,American Strong Ale,12,Oskar Blues Brewery,Longmont, CO
One Hit Wonder,0.09,60,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
G'KNIGHT (12 oz.),0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Ten Fidy Imperial Stout,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery,Longmont, CO
GUBNA Imperial IPA,0.099,100,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Old Chub,0.08,35,Scottish Ale,12,Oskar Blues Brewery,Longmont, CO
Gordon Ale (2009),0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Longmont, CO
Gordon (2005),0.092,85,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
Ten Fidy Imperial Stout (2008),0.095,98,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
Ten Fidy Imperial Stout (2007),0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2008),0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2004),0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Old Chub (2003),0.08,35,Scottish Ale,12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2008),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2006),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2004),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2003),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Dale's Pale Ale (2002),0.065,65,American Pale Ale (APA),12,Oskar Blues Brewery,Lyons, CO
Gordon Beer (2006),0.087,60,American Double / Imperial IPA,12,Oskar Blues Brewery,Lyons, CO
G'KNIGHT,0.087,85,American Double / Imperial IPA,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Ten Fidy,0.099,98,Russian Imperial Stout,12,Oskar Blues Brewery (North Carol...,Brevard, NC
Deviant Dale's IPA,0.08,85,American Double / Imperial IPA,16,Oskar Blues Brewery (North Carol...,Brevard, NC
Fresh Slice White IPA,0.055,45,American White IPA,12,Otter Creek Brewing,Middlebury, VT
Overgrown American Pale Ale,0.055,55,American Pale Ale (APA),12,Otter Creek Brewing,Waterbury, VT
Ozark American Pale Ale,0.04,39,American Pale Ale (APA),12,Ozark Beer Company,Rogers, AR
Rustic Red,0.052,23,Irish Red Ale,16,Pateros Creek Brewing Company,Fort Collins, CO
Stimulator Pale Ale,0.053,48,American Pale Ale (APA),16,Pateros Creek Brewing Company,Fort Collins, CO
Old Town Ale,0.045,22,Kölsch,16,Pateros Creek Brewing Company,Fort Collins, CO
Car 21,0.044,28,English Bitter,16,Pateros Creek Brewing Company,Fort Collins, CO
Cache La Porter,0.05,24,American Porter,16,Pateros Creek Brewing Company,Fort Collins, CO
Rodeo Rye Pale Ale,0.042,35,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
Outlaw IPA,0.062,65,American IPA,12,Payette Brewing Company,Garden City, ID
Payette Pale Ale,0.048,35,American Pale Ale (APA),12,Payette Brewing Company,Garden City, ID
Mutton Buster,0.055,25,American Brown Ale,12,Payette Brewing Company,Garden City, ID
Summer Session Ale,0.05,61,American Pale Wheat Ale,12,Peak Organic Brewing Company,Portland, ME
Lobo Lito,0.04,12,Light Lager,12,Pedernales Brewing Company,Fredericksburg, TX
Robert Earl Keen Honey Pils,0.05,17,American Pilsner,12,Pedernales Brewing Company,Fredericksburg, TX
Mound Builder IPA,0.065,77,American IPA,12,People's Brewing Company,Lafayette, IN
Amazon Princess IPA,0.062,62,American IPA,12,People's Brewing Company,Lafayette, IN
Hotbox Brown,0.055,10,American Brown Ale,12,Perrin Brewing Company,Comstock Park, MI
Gold,0.048,15,American Blonde Ale,12,Perrin Brewing Company,Comstock Park, MI
98 Problems (Cuz A Hop Ain't One),0.065,65,American IPA,12,Perrin Brewing Company,Comstock Park, MI
Veteran’s Pale Ale (VPA),0.05,40,American Pale Ale (APA),12,Perrin Brewing Company,Comstock Park, MI
Grapefruit IPA,0.05,35,American IPA,12,Perrin Brewing Company,Comstock Park, MI
Sparkle,0.041,12,American Pale Lager,16,Petoskey Brewing,Petoskey, MI
North 45 Amber Ale,0.059,25,American Amber / Red Ale,16,Petoskey Brewing,Petoskey, MI
Horny Monk,0.069,20,Dubbel,16,Petoskey Brewing,Petoskey, MI
Mind's Eye PA,0.067,74,American IPA,16,Petoskey Brewing,Petoskey, MI
